42424a,2024-12-05 18:24:27,OPEN,,
4d6a72,2024-12-05 18:25:22,QUIT,,
97b442,2024-12-11 02:18:11,OPEN,,
ad900b,2024-12-11 02:18:15,QUIT,,
1eae3e,2024-12-11 02:26:14,OPEN,,
1e4279,2024-12-11 02:26:35,DOWN,motouber,
4c1ae6,2024-12-11 02:26:38,TEST,motouber,0
658b38,2024-12-11 02:26:45,TEST,motouber,0
8bfe87,2024-12-11 02:27:20,TEST,motouber,0
ffc305,2024-12-11 18:36:36,OPEN,,
579ffb,2024-12-11 18:36:42,DOWN,charger,
b173d0,2024-12-13 14:39:34,OPEN,,
fa0ed4,2024-12-13 14:43:06,DOWN,charger,
7bcc18,2024-12-13 14:43:08,TEST,charger,0
4bdc74,2024-12-13 14:44:29,TEST,charger,0
06d91d,2024-12-13 14:44:40,TEST,charger,0
3cb310,2024-12-13 14:48:17,TEST,charger,0
10aa74,2024-12-13 14:52:47,TEST,charger,0
1ee901,2024-12-13 14:54:54,TEST,charger,0
903d9c,2024-12-13 14:55:24,TEST,charger,0
9dad2b,2024-12-13 14:55:33,TEST,charger,0
0b36a5,2024-12-13 15:00:06,TEST,charger,10
a1263a,2024-12-13 15:01:30,OPEN,,
22420f,2024-12-13 15:01:35,TEST,charger,10
8cfa03,2024-12-13 15:01:46,TEST,charger,0
a2677c,2024-12-13 15:02:12,TEST,charger,0
d564ea,2024-12-13 15:21:48,TEST,charger,0
bb2c79,2024-12-13 15:24:00,TEST,charger,0
887086,2024-12-13 15:24:38,TEST,charger,0
d2fd4c,2024-12-13 15:25:42,TEST,charger,0
9e1436,2024-12-13 15:26:17,TEST,charger,0
ecaf2c,2024-12-13 15:26:29,TEST,charger,0
2d1755,2024-12-13 15:26:56,TEST,charger,0
41fd0a,2024-12-13 15:29:24,TEST,charger,0
34ed71,2024-12-13 15:29:44,TEST,charger,0
5bfeb9,2024-12-13 15:30:02,TEST,charger,0
